"COUNTRY","Country","SEX","Sex","FIELD","Field of education","COUNTRY_ORIGIN","Country of origin","ISC11_LEVEL","Level of education","ISC11P_CAT","Category of education","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,20486.865,,
"AUS","Australia","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,2721,,
"AUS","Australia","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,2873,,
"AUS","Australia","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,2532,,
"AUS","Australia","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,2672,,
"AUS","Australia","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,2674,,
"AUS","Australia","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,6356,,
"AUS","Australia","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,6532,,
"AUS","Australia","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,6388,,
"AUS","Australia","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,6630,,
"AUS","Australia","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,6420,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,5859,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,6241,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,7795.745,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,8545.157,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,8759.569,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,6494,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,6999,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,8537.99,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,9012.759,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,8862.451,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,2914,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,3010,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,3980.066,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,4544.733,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,4497.004,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,3070,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,3217,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,4107.822,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,4547.318,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,4344.99,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,942,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,1108,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,1487.679,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,1622.424,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,1778.565,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,1084,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,1256,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,1544.169,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,1595.441,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,1656.461,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,1837,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,1939,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,2193,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,2241,,
"AUS","Australia","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,2155,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,2162,,
"AUS","Australia","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,2342,,
