"country","sex","field","level.of.education","year","percent","flags"
"Czech Republic","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.263,""
"Czech Republic","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,16.358,""
"Czech Republic","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,5.05,""
"Czech Republic","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.67,""
"Czech Republic","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.483,""
"Czech Republic","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.673,""
"Czech Republic","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.158,""
"Czech Republic","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,8.2,""
"Czech Republic","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,4.962,""
"Czech Republic","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.401,""
"Czech Republic","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.207,""
"Czech Republic","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.237,""
"Czech Republic","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.051,""
"Czech Republic","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,15.004,""
"Czech Republic","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,9.461,""
"Czech Republic","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.223,""
"Czech Republic","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.138,""
"Czech Republic","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,22.823,""
"Czech Republic","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,19.41,""
"Czech Republic","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,21.649,""
"Czech Republic","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,18.805,""
"Czech Republic","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.543,""
"Czech Republic","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.69,""
"Czech Republic","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.697,""
"Czech Republic","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.96,""
"Czech Republic","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,5.138,""
"Czech Republic","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,4.55,""
"Czech Republic","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,27.208,""
"Czech Republic","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,21.034,""
"Czech Republic","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.327,""
"Czech Republic","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.099,""
"Czech Republic","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,1.268,""
"Czech Republic","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,10.064,""
"Czech Republic","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.914,""
"Czech Republic","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.69,""
"Czech Republic","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.834,""
"Czech Republic","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,25.276,""
"Czech Republic","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,10.096,""
"Czech Republic","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,28.736,""
"Czech Republic","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.299,""
"Czech Republic","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,30.552,""
"Czech Republic","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.215,""
"Czech Republic","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.212,""
"Czech Republic","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,3.691,""
"Czech Republic","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.999,""
"Czech Republic","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.091,""
"Czech Republic","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.379,""
"Czech Republic","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,19.483,""
"Czech Republic","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.346,""
"Czech Republic","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,13.255,""
"Czech Republic","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,6.697,""
"Czech Republic","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.503,""
"Czech Republic","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.069,""
"Czech Republic","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.141,""
"Czech Republic","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11.225,""
"Czech Republic","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,5.342,""
"Czech Republic","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,8.675,""
"Czech Republic","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.147,""
"Czech Republic","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.759,""
"Denmark","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Denmark","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Denmark","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Denmark","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Denmark","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Denmark","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Denmark","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.947,""
"Denmark","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.618,""
"Denmark","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,8.217,""
"Denmark","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,2.527,""
"Denmark","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Denmark","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Denmark","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.597,""
"Denmark","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.29,""
"Denmark","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,14.682,""
"Denmark","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,9.802,""
"Denmark","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.656,""
"Denmark","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.298,""
"Denmark","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.273,""
"Denmark","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.375,""
"Denmark","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,19.19,""
"Denmark","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,14.795,""
"Denmark","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.951,""
"Denmark","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.729,""
"Denmark","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.596,""
"Denmark","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,24.322,""
"Denmark","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,23.916,""
"Denmark","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,30.078,""
"Denmark","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Denmark","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Denmark","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.13,""
"Denmark","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.844,""
"Denmark","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,7.829,""
"Denmark","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,7.624,""
"Denmark","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.784,""
"Denmark","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,20.765,""
"Denmark","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.962,""
"Denmark","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.977,""
"Denmark","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,4.364,""
"Denmark","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,9.767,""
"Denmark","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Denmark","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Denmark","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.026,""
"Denmark","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,16.941,""
"Denmark","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,7.085,""
"Denmark","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,16.982,""
"Denmark","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.541,""
"Denmark","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,31.19,""
"Denmark","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.927,""
"Denmark","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.685,""
"Denmark","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.609,""
"Denmark","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.723,""
"Denmark","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.568,""
"Denmark","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.908,""
