"","country","sex","field.of.education","level.of.education","year","value","flag.codes","flags"
"9390","Slovenia","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2016,124,"",""
"9391","Slovenia","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2017,132,"",""
"9392","Slovenia","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2013,73,"",""
"9393","Slovenia","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2014,85.5,"",""
"9394","Slovenia","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2015,105,"",""
"9395","Slovenia","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2016,100,"",""
"9396","Slovenia","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2017,92,"",""
"9397","Slovenia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,42,"",""
"9398","Slovenia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,36,"",""
"9399","Slovenia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,33,"",""
"9400","Slovenia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,60,"",""
"9401","Slovenia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,72,"",""
"9402","Slovenia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,13,"",""
"9403","Slovenia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,27.5,"",""
"9404","Slovenia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,38,"",""
"9405","Slovenia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,47,"",""
"9406","Slovenia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,53,"",""
"9407","Slovenia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2013,12,"",""
"9408","Slovenia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2014,13,"",""
"9409","Slovenia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2015,19,"",""
"9410","Slovenia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2016,30,"",""
"9411","Slovenia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,37,"",""
"9412","Slovenia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2013,6,"",""
"9413","Slovenia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2014,7,"",""
"9414","Slovenia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2015,9,"",""
"9415","Slovenia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2016,9,"",""
"9416","Slovenia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,11,"",""
"9417","Slovenia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2013,44,"",""
"9418","Slovenia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2014,48,"",""
"9419","Slovenia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2015,48,"",""
"9420","Slovenia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2016,33,"",""
"9421","Slovenia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,23,"",""
"9422","Slovenia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2013,53,"",""
"9423","Slovenia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2014,51,"",""
"9424","Slovenia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2015,58,"",""
"9425","Slovenia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2016,44,"",""
"9426","Slovenia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,28,"",""
"9427","Slovenia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2013,57,"",""
"9428","Slovenia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2014,59,"",""
"9429","Slovenia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2015,50,"",""
"9430","Slovenia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2016,45,"",""
"9431","Slovenia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2017,56,"",""
"9432","Slovenia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2013,109,"",""
"9433","Slovenia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2014,114.5,"",""
"9434","Slovenia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2015,93,"",""
"9435","Slovenia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2016,134,"",""
"9436","Slovenia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2017,132,"",""
"9437","Slovenia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,27,"",""
"9438","Slovenia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,26,"",""
"9439","Slovenia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,27,"",""
"9440","Slovenia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,23,"",""
"9441","Slovenia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,34,"",""
"9442","Slovenia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,53,"",""
"9443","Slovenia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,56.5,"",""
"9444","Slovenia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,46,"",""
"9445","Slovenia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,72,"",""
"9446","Slovenia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,68,"",""
"9447","Slovenia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2013,17,"",""
"9448","Slovenia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2014,24,"",""
"9449","Slovenia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2015,22,"",""
"9450","Slovenia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2016,18,"",""
"9451","Slovenia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,14,"",""
"9452","Slovenia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2013,39,"",""
"9453","Slovenia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2014,41,"",""
"9454","Slovenia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2015,35,"",""
"9455","Slovenia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2016,37,"",""
"9456","Slovenia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,39,"",""
"9457","Slovenia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2013,9,"",""
"9458","Slovenia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2014,6,"",""
"9459","Slovenia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2015,0,"",""
"9460","Slovenia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2016,1,"",""
"9461","Slovenia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2,"",""
"9462","Slovenia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2013,11,"",""
"9463","Slovenia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2014,14,"",""
"9464","Slovenia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2015,4,"",""
"9465","Slovenia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2016,11,"",""
"9466","Slovenia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10,"",""
"9467","Slovenia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2013,160,"",""
"9468","Slovenia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2014,160,"",""
"9469","Slovenia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2015,193,"",""
"9470","Slovenia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2016,202,"",""
"9471","Slovenia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2017,252,"",""
"9472","Slovenia","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2013,254,"",""
"9473","Slovenia","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2014,274,"",""
