"","country","sex","field","level.of.education","year","percent","flags"
"262","Belgium","T","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.474,""
"263","Belgium","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.47,""
"264","Belgium","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.716,""
"265","Belgium","T","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,14.115,""
"266","Belgium","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,6.708,""
"267","Belgium","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,23.566,""
"268","Belgium","T","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.547,""
"269","Belgium","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.75,""
"270","Belgium","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,20.498,""
"271","Belgium","T","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.277,""
"272","Belgium","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.238,""
"273","Belgium","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.341,""
"274","Belgium","T","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.186,""
"275","Belgium","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.564,""
"276","Belgium","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.704,""
"277","Belgium","T","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.148,""
"278","Belgium","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.583,""
"279","Belgium","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.776,""
"280","Belgium","T","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,29.593,""
"281","Belgium","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,37.88,""
"282","Belgium","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,16.294,""
"283","Belgium","T","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,20.851,""
"284","Belgium","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,24.139,""
"285","Belgium","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,16.654,""
"286","Belgium","T","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,25.029,""
"287","Belgium","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,32.083,""
"288","Belgium","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,19.004,""
"289","Belgium","T","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.679,""
"290","Belgium","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.577,""
"291","Belgium","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.843,""
"292","Belgium","T","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,1.022,""
"293","Belgium","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0.799,""
"294","Belgium","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,1.308,""
"295","Belgium","T","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.269,""
"296","Belgium","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.417,""
"297","Belgium","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.142,""
"298","Canada","T","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"299","Canada","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"300","Canada","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"301","Canada","T","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"302","Canada","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"303","Canada","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"304","Canada","T","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"305","Canada","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"306","Canada","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"307","Canada","T","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.773,""
"308","Canada","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.106,""
"309","Canada","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.347,""
"310","Canada","T","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,9.21,""
"311","Canada","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,12.458,""
"312","Canada","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,4.978,""
"313","Canada","T","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.776,""
"314","Canada","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.211,""
"315","Canada","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.628,""
"316","Canada","T","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11.387,""
"317","Canada","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.427,""
"318","Canada","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.859,""
"319","Canada","T","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,5.376,""
"320","Canada","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,5.753,""
"321","Canada","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,4.884,""
"322","Canada","T","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.207,""
"323","Canada","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.408,""
"324","Canada","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.029,""
"325","Canada","T","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.158,""
"326","Canada","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,24.152,""
"327","Canada","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,16.762,""
"328","Canada","T","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,9.441,""
"329","Canada","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,11.094,""
"330","Canada","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,7.288,""
"331","Canada","T","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,17.818,""
"332","Canada","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,24.141,""
"333","Canada","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.241,""
"334","Canada","T","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,23.72,""
"335","Canada","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.223,""
"336","Canada","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,27.388,""
"337","Canada","T","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,31.282,""
"338","Canada","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,28.801,""
"339","Canada","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,34.513,""
"340","Canada","T","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.391,""
"341","Canada","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.845,""
"342","Canada","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.991,""
"343","Canada","T","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.788,""
"344","Canada","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.275,""
"345","Canada","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.54,""
"346","Canada","T","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,6.489,""
"347","Canada","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,5.903,""
"348","Canada","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,7.254,""
"349","Canada","T","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,26.161,""
"350","Canada","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,25.746,""
"351","Canada","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,26.527,""
"352","Canada","T","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.256,""
"353","Canada","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.782,""
"354","Canada","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.42,""
"355","Canada","T","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,3.377,""
"356","Canada","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,2.664,""
"357","Canada","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,4.305,""
"358","Canada","T","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.457,""
"359","Canada","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.775,""
"360","Canada","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.94,""
"361","Canada","T","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.935,""
"362","Canada","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.352,""
"363","Canada","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.134,""
"364","Canada","T","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,12.712,""
"365","Canada","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,6.57,""
"366","Canada","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,20.714,""
"367","Canada","T","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,21.352,""
"368","Canada","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.901,""
"369","Canada","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,30.567,""
